,SalePrice
255,181344.20332977298
256,172236.05735314605
257,133351.36328827468
258,205476.49081219858
259,247734.8499022893
260,169924.60805650445
261,128929.34701362453
262,153656.2700887596
263,206778.46263462794
264,249645.35588615865
265,183008.3151564162
266,145813.52567341167
267,178411.7518497669
268,172789.03763292418
269,167660.0014701499
270,122581.76474036131
271,133225.84518298056
272,123918.07484501733
273,113809.39890919809
274,128825.46466162005
275,113212.37707152969
276,402562.4973691485
277,235075.44181209317
278,272145.3941439849
279,206855.63180105438
280,175266.07092738195
281,169010.7195629636
282,173344.5838811525
283,349239.6903506422
284,236946.5334803496
285,213537.26150773684
286,245513.32775783117
287,252887.2422090945
288,146100.22722541535
289,137260.38931145245
290,257837.62971164825
291,120995.30859973659
292,149918.2924500594
293,209505.88817834447
294,168049.46104044802
295,121179.29449720257
296,125592.39128326741
297,146887.39909890952
298,160158.71032754768
299,158877.63443940383
300,139841.0672189344
301,168252.06521260025
302,185426.22823474577
303,117022.18759558625
304,151746.02310304993
305,190109.1567933357
306,205448.42822528846
307,153882.63777498103
308,184847.01003328324
309,140129.8276878715
310,130352.19622722325
311,147065.57838211948
312,122572.50922058549
313,139168.21772791265
314,144408.10372585154
315,127768.91088387262
316,111355.13606685356
317,134748.02787546022
318,126359.21985202238
319,179727.62881866377
320,143172.70269828034
321,81897.47996328476
322,137347.29377274026
323,94667.70019202412
324,123572.23917995942
325,155832.98675936137
326,151401.78552706886
327,61694.74871657313
328,103472.58170493148
329,76566.13498827035
330,199042.9932841332
331,159573.05726978515
332,138769.37395228902
333,147677.34266314132
334,142731.03686777092
335,136361.60638823255
336,124500.70136133356
337,123300.35509422928
338,109891.7830924047
339,132261.9322673043
340,135998.72798369467
341,146418.7723902022
342,146383.0720455745
343,143149.7071645363
344,145602.3946456151
345,123146.96917749061
346,137583.79846791644
347,126450.27063094487
348,119227.66832225923
349,132029.42714447144
350,105581.26687693033
351,106521.99623119354
352,114788.57910516197
353,94824.28699075781
354,56567.94122988638
355,89228.54979884585
356,125476.33041470755
357,153235.32011581256
358,130195.07484906656
359,50325.93604849539
360,124446.94086860307
361,150495.28867277
362,36282.089390296016
363,140035.0472276908
364,120683.54706899673
365,102004.65817538113
366,95191.14231851338
367,125605.79703746286
368,111967.66508152439
369,145407.02915326855
370,149935.69804682376
371,74952.96210574555
372,141320.9961897961
373,124105.20626046947
374,126565.65461316687
375,131749.51937124366
376,93714.0177691127
377,125689.86980258756
378,93028.0213670281
379,133736.14649498608
380,133132.46493337431
381,82881.58008503527
382,132099.54776488352
383,140934.94527627304
384,137390.83368639104
385,154137.3601127659
386,191356.47560243515
387,64258.770511632065
388,119806.64400130982
389,117244.08853456657
390,152872.4147925568
391,112893.21063869649
392,125659.00596013683
393,175039.84659145525
394,140188.53796255088
395,221947.61939050505
396,169209.2709834147
397,134567.96127934178
398,127258.8679443042
399,144631.34340922875
400,127258.8679443042
401,301179.89708300674
402,303579.84066149197
403,303579.84066149197
404,332015.8534194838
405,313218.5465892992
406,243453.67977388686
407,279399.30635887914
408,197298.9978162715
409,233722.34972209766
410,248766.42078718304
411,175754.3648512708
412,238248.48700117608
413,152476.36212777655
414,214730.0301616998
415,190572.44208959566
416,203588.19771517612
417,197363.0774415754
418,134903.9765028007
419,141693.33258623176
420,246582.79866531322
421,257853.7514762224
422,193758.11432230403
423,221041.10205280228
424,249731.59472216558
425,289711.93783490796
426,196360.24891192684
427,267596.83077268826
428,170822.2883010862
429,119233.63880232064
430,132661.9159478387
431,94976.70479453949
432,135877.0739854407
433,132102.84434483852
434,143567.01055106038
435,125611.71707387055
436,117499.5177024692
437,110850.2296257561
438,158355.5012243614
439,151095.56870618326
440,176413.98521921382
441,151819.9504301078
442,229376.1575543914
443,137061.81931959273
444,194160.4874763823
445,132570.21652666625
446,218597.16895054965
447,110965.88801419835
448,140852.1018317872
449,124448.16777352976
450,208026.638210634
451,285843.58019965194
452,149995.38857302148
453,53294.07711195206
454,276703.2398401453
455,62472.29137437032
456,253948.540357053
457,139964.84101673155
458,169191.86945535624
459,141248.00856894028
460,447285.9060458754
461,335639.7261453025
462,241352.00225473
463,232961.35217632394
464,214723.92534285795
465,417827.18659270904
466,139107.56958579566
467,152879.16073203617
468,113532.58143427777
469,130528.84156366339
470,135008.3932194191
471,126215.3672787112
472,164785.89910868573
473,178443.24573053274
474,174646.69249399303
475,182785.6999970107
476,172525.91912620154
477,165336.38524163564
478,244903.21624128195
479,186174.7735845195
480,164524.2216646223
481,186410.30025984303
482,205253.17913928468
483,363797.53738932783
484,398993.8092365427
485,152299.88612532718
486,324976.69762309
487,181338.46547025195
488,240853.37654691495
489,188259.53507693004
490,275057.41883118456
491,225576.40105803483
492,159790.36501709628
493,189970.1199495866
494,142907.4751787161
495,324611.1535331613
496,164840.56888084766
497,303592.838201188
498,139038.2830821237
499,115563.70658247781
500,116591.21077341822
501,97251.3530285141
502,102465.30055789575
503,104962.88029104577
504,147676.027040813
505,157945.3116703458
506,277350.8459322959
507,419344.9822146867
508,405232.6200374272
509,442615.3876726314
510,416290.27860798035
511,375137.77976982377
512,287509.88687015563
513,324656.55093781237
514,419168.42244768766
515,289394.3558479153
516,378381.2879541299
517,390341.17339255515
518,346896.72819337854
519,200559.96279168222
520,344679.4428141275
521,207873.87480451178
522,194049.45593789555
523,181170.38895716288
524,213365.27638539826
525,204377.09215381523
526,184214.8962389662
527,173463.3962143841
528,195696.37158558218
529,229045.5950697868
530,215182.4190903523
531,212227.17277102818
532,176212.67052819656
533,237190.0613812131
534,194646.45552414726
535,268047.24487209274
536,345864.0661387363
537,368145.6347866029
538,274769.9393738031
539,346763.4995490643
540,278161.28629112773
541,241732.39979165723
542,255560.72380406494
543,285659.6826357169
544,228726.1758615156
545,211012.61186342564
546,260920.69838614188
547,199904.21755246868
548,191771.2716143303
549,203260.73398278013
550,140318.62562868607
551,176551.38471925244
552,176082.02693854616
553,183487.90923881222
554,209728.28935330894
555,189214.8273654193
556,197459.0175711345
557,122018.871841664
558,132687.28022905896
559,104339.39487698032
560,107547.55001347521
561,179903.87386521205
562,130158.20327543654
563,260532.97134384178
564,379875.79926906055
565,172360.6956116783
566,154433.94190961134
567,155657.5629682809
568,158733.24579480395
569,245379.51419555128
570,229337.20083789286
571,238883.16142819676
572,263609.8033280805
573,170941.28701483415
574,222616.13237360213
575,189657.56424538148
576,193000.7871371118
577,264866.1964188123
578,237564.17798211938
579,330382.9638013954
580,306081.93101983966
581,198413.267260701
582,176054.59197534146
583,187024.1172671265
584,216465.82216010225
585,156178.1984341175
586,146817.43333666647
587,134066.81095220102
588,147536.53956807166
589,198696.2548055112
590,103799.58635984395
591,128271.94443067374
592,156837.48141189932
593,71509.09229224497
594,165114.22465949593
595,140083.85898087805
596,119084.18901870417
597,213360.35607121885
598,139576.18237246427
599,167025.25564772115
600,180243.42470869963
601,141157.5308413972
602,119841.8434352257
603,142498.5280282131
604,118226.26593653865
605,166599.12217401425
606,111910.52549474474
607,149484.41474114804
608,82353.51119282501
609,108095.06350274112
610,88391.6895050433
611,134871.32806901232
612,141378.98778127992
613,193138.51174895812
614,152493.11351669751
615,120087.7359527768
616,152005.81576917515
617,120878.47481309768
618,143393.71189245192
619,113880.05546324019
620,126633.67776636865
621,124837.9668438799
622,145978.18571297853
623,105925.62061482872
624,129914.11812329043
625,103687.32814990435
626,118905.82671665541
627,106134.4145179536
628,79692.79032854951
629,128762.77897168059
630,123765.61090889845
631,129156.09852471655
632,112760.67560181084
633,129294.68570669973
634,147423.48843993837
635,81315.76938580842
636,100022.63305238052
637,135214.01381336394
638,49604.74278352079
639,80618.93773986882
640,108814.8308184451
641,131049.62176448229
642,100261.26710153255
643,138978.307224407
644,118420.43251352869
645,69896.20332369319
646,197144.0133204715
647,111292.59664331848
648,107579.91261330181
649,119250.87859941144
650,160110.2533835509
651,121775.62146876554
652,117811.2285863522
653,107748.78408346655
654,146819.8374722364
655,106116.59838184554
656,141628.07362872097
657,114212.38923317233
658,107574.410473864
659,102139.74859853146
660,81319.53293377589
661,96465.5421572838
662,74568.30850120874
663,162739.01347501084
664,128033.41086935083
665,140672.02418156568
666,148450.51752152832
667,126298.35793316925
668,98544.69629018157
669,131215.4387285829
670,143565.62880973847
671,111981.80401067865
672,118821.68607498027
673,114063.50029921415
674,90770.49643985681
675,80939.61181521868
676,106738.5098499227
677,141036.75728485142
678,152077.2074177565
679,140104.458923514
680,147203.3348008368
681,129906.62354907134
682,132315.93413494356
683,124257.66370844812
684,134627.0045399775
685,168583.95840449844
686,174052.19026945255
687,131928.89462926338
688,135209.07523891632
689,229629.33723434058
690,116022.92267724
691,163089.65718722204
692,161577.77378759088
693,97566.80101551965
694,119932.06969197394
695,282441.8504451854
696,223912.49200592886
697,246477.04029473162
698,225497.85256486887
699,179524.19173382354
700,236504.91288026678
701,386452.4211889372
702,331594.2496245657
703,250319.32707690183
704,202658.56047218465
705,151405.2774895877
706,214890.7252824432
707,199224.59255281696
708,202881.33566733394
709,215318.80866629584
710,155812.26800560358
711,138588.48049432112
712,160198.85743455365
713,231160.3326379428
714,308017.3212467199
715,308845.4478450641
716,250875.31025416154
717,222190.12840729844
718,145184.09385809783
719,204717.43290580338
720,190990.97885478605
721,230525.21003819146
722,183657.34013921066
723,121911.31660063709
724,118899.04776301414
725,131133.70527812242
726,146691.53326165647
727,143354.72066734027
728,213678.98650727322
729,77727.36936799648
730,84778.31823193442
731,77968.85694600889
732,101567.32172641261
733,92923.30233969571
734,107646.67660828214
735,101219.65568523556
736,114057.7701366301
737,169669.71888099157
738,162091.82328489935
739,155460.0670750071
740,158026.64758438946
741,198951.98973661807
742,148549.80161851892
743,186156.3896851848
744,131205.99074385798
745,136248.0129045649
746,216088.56941566983
747,265526.6325737345
748,209609.44786799033
749,123267.22440797805
750,112927.32024116417
751,109500.22310501657
752,110252.77125468043
753,120822.30888602996
754,97543.38757730527
755,151604.72745973105
756,67928.33280116296
757,70300.11327350794
758,55049.79366591384
759,53125.531891428494
760,276703.2398401453
761,238418.16943028136
762,262965.5517744433
763,196797.21437255546
764,125725.33445763141
765,169632.4495737643
766,211529.9900191993
767,282901.9102536845
768,264853.02527094394
769,150873.8806062128
770,228500.4189814186
771,196123.1745926526
772,174992.15896382867
773,229880.35117200422
774,243993.0763556889
775,285558.4918818399
776,355290.1270129156
777,194447.32742232972
778,116421.0214674701
779,154076.00520717862
780,146753.54755825098
781,129111.85640592333
782,124857.7658463682
783,101736.15028072703
784,100664.4816453782
785,156770.04563377265
786,102197.75600507364
787,112833.33082149632
788,122137.91387579568
789,132935.41167868517
790,113290.34619943768
791,182085.29075601677
792,156689.39325068454
793,176721.17132460512
794,186921.25532229818
795,179715.44392002988
796,206737.57853879378
797,168264.2564686044
798,166943.22453569467
799,160600.69680947077
800,192667.63534207415
801,211032.33958676746
802,395756.7201983959
803,420993.50763361645
804,172305.88735993838
805,289078.71323575685
806,364452.14844365505
807,412510.0672674554
808,147721.06244120386
809,201880.7208345669
810,243144.39663758015
811,232317.48863118238
812,168372.76709155928
813,167873.1528487255
814,169073.0729090262
815,205780.88341675594
816,191469.14035247525
817,148455.2215888667
818,127008.277023932
819,116957.78373218802
820,152987.34977869326
821,176285.3552156463
822,101307.45459892668
823,117006.01924203378
824,157725.73388602957
825,121652.73698035383
826,368109.583205953
827,290983.48059470276
828,385575.7368997733
829,472753.1769331947
830,364765.04697741807
831,419433.79924780293
832,511154.5414649829
833,428801.3613911361
834,423773.6217324926
835,286162.4428173824
836,332405.89523056906
837,334224.4829083825
838,390088.1737307874
839,328297.5264914485
840,293010.56989021885
841,260031.94233480646
842,261233.84234187586
843,260134.10430441285
844,175499.4773011837
845,171885.53646882658
846,181460.11836272466
847,225556.64256942578
848,270320.0342512408
849,198725.32723384615
850,189885.31282482282
851,173889.0000841741
852,173463.3962143841
853,185767.42608842612
854,178034.07736361213
855,180054.09678286384
856,177770.69776304194
857,176215.62892111257
858,176448.77699156746
859,191355.3548473121
860,232712.72012220198
861,174620.77640764596
862,199503.5479575837
863,175038.41117230974
864,214430.2113619176
865,178464.50726430878
866,219073.43214025427
867,239171.57972637546
868,189649.90354330212
869,173296.22543073876
870,411176.01572335925
871,410727.5522161678
872,351729.2501910355
873,274777.6509964453
874,278136.6263136644
875,356187.76713865495
876,196587.45889165983
877,274213.28524662
878,215087.18271767139
879,385454.998543712
880,207549.2945471951
881,235781.1027001848
882,225807.3113097297
883,229642.1924577747
884,239484.14557965272
885,208875.41302497263
886,193349.6309611889
887,240518.32878998382
888,177871.06470844394
889,304715.88645970996
890,240947.34688793225
891,276037.2746482139
892,233525.06393524993
893,131337.2722768598
894,150202.39066409643
895,153557.62014964028
896,190773.0017555538
897,193282.72632620516
898,140662.2031931866
899,109052.74480910384
900,142288.1602692545
901,291830.63975826866
902,140272.41541987658
903,161422.93098068467
904,208264.86534331535
905,194593.95585009726
906,212176.57852315408
907,201991.53168865084
908,208830.50119958672
909,165550.43604775172
910,161647.01432747525
911,175921.1553030142
912,255828.95058540703
913,297356.2783518381
914,259433.6399351727
915,332257.121765611
916,388411.0751262137
917,162200.22886793714
918,195734.67419691532
919,158797.54147730014
920,166272.32492904866
921,203782.876366743
922,207908.03068566247
923,243883.0634076023
924,171222.93047973706
925,142075.2121871016
926,138054.87537267117
927,103299.65607770997
928,129552.6871630232
929,155054.72739201473
930,145821.7410146143
931,115447.9701892455
932,190860.29888600335
933,149604.09491612294
934,184566.37753512023
935,158858.55232360895
936,220950.94601844435
937,129674.76218010549
938,58795.98312577088
939,48211.75976766063
940,99917.46123183849
941,138462.26857882354
942,143708.00809236316
943,152514.2194243619
944,154362.68668794192
945,143130.5481404601
946,124541.33087312902
947,150256.96856115593
948,132827.11020088388
949,164273.4919889208
950,116307.1218634832
951,167650.404669928
952,139948.6640763415
953,146406.93768620386
954,141985.57451283527
955,135218.08673446663
956,135073.55570703177
957,123238.56316910886
958,136829.61845203923
959,128133.56255449544
960,163535.1999674723
961,107812.07838601369
962,118520.35556354091
963,163426.0202837842
964,183833.76869369135
965,121456.67966586344
966,132557.64113754203
967,159078.02834457974
968,116119.33430848554
969,135115.05012955755
970,111338.38265675683
971,143933.165576685
972,144233.50222964573
973,138892.19534127327
974,156890.48532693574
975,103923.56576413481
976,107892.47986162809
977,122965.43096878134
978,109656.62649938765
979,119219.0621778886
980,91103.80152477919
981,102162.07809441468
982,125965.88663697022
983,129971.12249002916
984,81661.44017054769
985,135401.99487251963
986,190165.75405701902
987,132991.0514066965
988,115865.0257057371
989,140758.2951032051
990,126472.04160737153
991,197861.14634691106
992,92257.55053994012
993,131862.22031820126
994,100394.00634471414
995,127228.18072380622
996,118573.87872896242
997,119639.16620814997
998,104576.65895934112
999,129349.8452358768
1000,114642.56719433756
1001,124647.07422744142
1002,126419.06699229608
1003,154922.3714858348
1004,144192.02803754184
1005,110026.27256209998
1006,159031.07106507663
1007,81488.1312354435
1008,80516.59620440041
1009,183768.31616383116
1010,201088.75809934834
1011,162711.90467431652
1012,113295.5912882221
1013,90592.30241115649
1014,211737.95660155747
1015,117542.81209144813
1016,128599.00579004252
1017,155750.97889600208
1018,102585.03341377275
1019,134658.4685957589
1020,127672.56603868127
1021,122828.10866921363
1022,115559.43332567158
1023,118637.41394861396
1024,124653.2222454746
1025,156311.97410462296
1026,185643.84106135045
1027,162154.3512844396
1028,154138.56878003213
1029,144910.4702468267
1030,96091.55150733651
1031,183986.46204691252
1032,141596.70604082596
1033,140022.00170471647
1034,90296.25981805628
1035,248866.1675818798
1036,149997.40169711967
1037,115155.73510496634
1038,89220.15193259725
1039,113448.14871243878
1040,131001.25438642604
1041,140331.67324545773
1042,83792.13313981623
1043,166440.72627234788
1044,228164.324076053
1045,255744.88641457664
1046,273524.05478895316
1047,255744.88641457664
1048,220432.2006013539
1049,218469.86002014249
1050,174403.2625838088
1051,207106.67263731314
1052,221156.87300349027
1053,283004.4224332341
1054,144604.68257088793
1055,170655.59541834384
1056,146738.6969464846
1057,151894.92738606883
1058,242509.444370804
1059,218601.8030723359
1060,193617.5593894913
1061,214513.25920796758
1062,132207.68677524957
1063,139374.17282693912
1064,147979.15881540664
1065,139835.55590806925
1066,117293.83255710328
1067,141441.44117488994
1068,135646.84470537442
1069,116792.53579945731
1070,259972.52962731465
1071,228908.43998656358
1072,196349.14367682062
1073,230280.39245302894
1074,311382.8523469377
1075,243694.00875540203
1076,227350.48976596133
1077,185046.77155257677
1078,199978.22534170738
1079,166131.8457848747
1080,181208.50989697056
1081,164843.51255598268
1082,126742.25235880454
1083,119471.36911007733
1084,126164.47125538305
1085,126009.06858569878
1086,130258.50639879046
1087,145860.16833557098
1088,135476.72055069963
1089,226547.9609532635
1090,140963.18976948783
1091,115240.61356434182
1092,78339.23697188182
1093,108175.72480627536
1094,105338.78662031103
1095,99485.0970917018
1096,106963.96890261988
1097,155210.3690210783
1098,143709.16909418043
1099,139536.29895851196
1100,141019.09276674147
1101,147716.30852547687
1102,154560.6864509737
1103,190682.3667543437
1104,141920.4610123777
1105,169682.00518318507
1106,138062.04670949595
1107,195468.69889747133
1108,220425.12221088848
1109,119695.71022524602
1110,190141.42607384053
1111,169618.98616238823
1112,233001.61830916983
1113,281977.11452320585
1114,137282.6724548583
1115,115646.0012868851
1116,145693.93786335186
1117,89168.37046101691
1118,63117.34508018196
1119,89548.61204212267
1120,96740.01864276589
1121,84232.49380084145
1122,255207.94182077283
1123,168343.57919244008
1124,165955.90453443263
1125,213230.2866466908
1126,200912.5555746868
1127,144881.4838231061
1128,144448.82876167548
1129,225750.1478246275
1130,255822.06953534854
1131,237611.72455491396
1132,265123.4087167973
1133,187990.80001336127
1134,194321.09763815615
1135,347198.620291762
1136,196723.88479200462
1137,320146.7938880949
1138,332596.4423041907
1139,151385.62807785426
1140,135414.67957464815
1141,86046.36260432456
1142,96885.58490755591
1143,87971.40459332455
1144,79587.63527320031
1145,144656.03033150986
1146,184191.015132445
1147,193986.96369973235
1148,157093.49622413964
1149,101840.5663540806
1150,126703.40572289361
1151,154518.7659650815
1152,124033.59736041419
1153,123318.74588734217
1154,158514.36064384555
1155,140948.01760444065
1156,168696.22092708873
1157,200190.68971909094
1158,200782.58156440078
1159,182737.6827526679
1160,183107.46778151652
1161,182487.09516669362
1162,252340.56427974987
1163,289889.3576944443
1164,320796.07288500154
1165,166133.086143602
1166,168717.68103164577
1167,467276.94354391645
1168,455397.9226711328
1169,386547.29138607444
1170,462647.2509481555
1171,409461.9305035838
1172,330011.28853470564
1173,401347.2720462476
1174,160887.7630609338
1175,190110.06688233447
1176,190966.24397626595
1177,273966.84253965225
1178,209183.47216414253
1179,155907.277793935
1180,99619.52371548256
1181,187812.5894753484
1182,96761.1179168905
1183,137227.73190891967
1184,103424.26275646628
1185,95951.8451312359
1186,101419.55911973747
1187,141992.81342707836
1188,155142.28858137198
1189,148949.48050951946
1190,142576.4978346871
1191,460255.1607237179
1192,260330.55510283896
1193,261502.9558649641
1194,382852.43088072224
1195,315269.0400533819
1196,360922.52747307223
1197,306189.80468772404
1198,307877.4342583611
1199,359987.6997868024
1200,363044.7511306243
1201,380701.2400679906
1202,302092.15556391794
1203,249652.78962826365
1204,323751.10908128915
1205,277088.45574738417
1206,170884.51821652212
1207,185046.77155257677
1208,168680.98066497507
1209,287485.6927450203
1210,185046.77155257677
1211,189592.98599856184
1212,195045.5477801185
1213,189649.53358378133
1214,179029.72560991184
1215,189698.28850914398
1216,197200.07610679424
1217,254214.4412606578
1218,296861.2283381148
1219,297092.59079978813
1220,414573.53583225695
1221,346940.9488111511
1222,445073.8673150193
1223,324397.54932680813
1224,335575.5833218327
1225,260383.7390602527
1226,320292.83917154645
1227,220610.07119887095
1228,209351.68553812028
1229,491050.3836582731
1230,189586.62258149593
1231,136986.9422040487
1232,191225.51015160655
1233,136598.5507591313
1234,192345.6200426529
1235,181615.1202390111
1236,180966.201028925
1237,183635.0874830983
1238,168081.4112521475
1239,149519.28102207053
1240,149868.62379863992
1241,111094.18635426716
1242,143889.85618193686
1243,140249.25056679233
1244,121793.58884179247
1245,111902.0635735107
1246,122992.10628671986
1247,130734.409598603
1248,106853.8779232026
1249,126526.94886703725
1250,319416.29216794245
1251,372775.8163654447
1252,173392.01106022968
1253,156537.3229660183
1254,167073.93850225952
1255,149079.61994633928
1256,183640.79274540395
1257,217628.95258056436
1258,162737.35268272948
1259,180386.05375932684
1260,136968.22145479484
1261,146489.9449171659
1262,142523.86106327464
1263,126383.32359227071
1264,135710.06740871715
1265,147922.71676445208
1266,180697.00162099474
1267,176404.63781721657
1268,148390.87021020215
1269,152158.33880468927
1270,135030.99984533797
1271,133726.12255984038
1272,160597.35439910207
1273,152462.27301408598
1274,140186.20674252146
1275,135806.83040373758
1276,122341.81543028567
1277,144046.14311931733
1278,163735.7888458711
1279,133842.75911026416
1280,151396.63851655537
1281,150430.52875670954
1282,158346.70621829666
1283,159598.7894471287
1284,146213.59113246837
1285,136318.84557992357
1286,154222.50739995646
1287,132534.41052824524
1288,126697.51274318593
1289,135843.3923203379
1290,129772.12251803814
1291,198496.19935608594
1292,150522.15142239424
1293,212419.31977717986
1294,135522.4481792901
1295,91213.92214795931
1296,65895.60172626995
1297,60242.96386648797
1298,135974.4060104953
1299,126073.18126210441
1300,142305.48704940238
1301,151882.83871759972
1302,180769.70706159447
1303,161301.27162121414
1304,256740.67617720418
1305,140072.00354833485
1306,87333.5785981219
1307,141179.1396435437
1308,130294.64632456606
1309,154694.03885025383
1310,109265.13017870637
1311,110052.41741171136
1312,140582.70939800947
1313,143052.98890853557
1314,118592.90712543247
1315,145051.7043369955
1316,153285.35099879728
1317,123356.9694646392
1318,129123.41404763253
1319,103676.3771773184
1320,99442.14946643883
1321,92727.0983997997
1322,105181.95244380146
1323,118987.05389772897
1324,138045.08769911228
1325,73692.72648780659
1326,134657.3475430112
1327,72987.5859830717
1328,164050.55482333063
1329,92225.5999903318
1330,113594.95460011801
1331,50811.05018627229
1332,131597.86106186165
1333,91710.93919599023
1334,116069.04530055486
1335,94596.06704550804
1336,183181.8239830975
1337,109110.23578675745
1338,109694.21026950656
1339,74479.82493562665
1340,108023.15255267282
1341,138489.34875500842
1342,162143.65097986034
1343,146576.714674745
1344,94028.27450523082
1345,88993.03147794226
1346,151933.2644497572
1347,152371.071594989
1348,133208.52860364993
1349,134369.6201210035
1350,159369.28569386905
1351,154593.9587180357
1352,147014.7393375921
1353,150595.8491374838
1354,94533.59183643933
1355,248554.5536551131
1356,157121.6275636211
1357,118870.32749647791
1358,182321.3731057043
1359,131818.96402725027
1360,103319.83288585249
1361,171200.27040662643
1362,279274.3177394673
1363,159096.08485620457
1364,143821.5979327068
1365,126367.49289396232
